Fecha;Aceites lubricantes;Asfalto ;Bunker;Ceras;Combustible turbo jet;Diesel bajo azufre;Diesel ultra bajo azufre;Gas licuado de petróleo;Gasolina de aviación;Gasolina regular;Gasolina superior;Grasas lubricantes;Kerosina;Mezclas oleosas;Naftas;Petcoke;Petróleo crudo;Solventes;Butano;Diesel alto azufre;MTBE;Orimulsión;Petróleo reconstituido;Total importación
jul/2023;31118.10;18629.80;296415.77;97.67;74719.21;1113086.84;0.00;1077122.75;0.00;830098.86;562498.09;70.83;0.00;3254.81;298.47;614753.75;3015.00;24765.01;0.00;0.00;0.00;0.00;0.00;4649944.96
ago/2023;29629.50;8705.86;172072.23;137.81;81075.68;1075379.76;5059.90;274973.63;0.00;801621.75;669240.21;477.65;0.00;1993.96;390.82;534677.81;0.00;14962.51;0.00;0.00;0.00;0.00;0.00;3670399.08
sep/2023;26932.62;13642.58;67022.82;351.88;99197.26;1242719.42;25049.60;591711.91;2780.09;762592.30;586145.30;425.20;0.00;2602.92;253.04;259958.00;2226.00;7065.47;0.00;0.00;0.00;0.00;0.00;3690676.41
oct/2023;25719.44;7680.11;115876.52;55.00;52257.83;834686.02;5027.17;673581.15;7202.70;928439.18;652149.45;10.14;0.00;2438.05;40.19;395893.00;632.00;15084.52;0.00;0.00;0.00;0.00;0.00;3716772.47
nov/2023;27025.85;11353.21;146036.20;6.86;72479.40;1348739.16;19959.80;578797.45;0.00;839290.02;682060.84;656.66;0.00;2742.53;80.35;505238.39;3715.00;11089.62;0.00;0.00;0.00;0.00;0.00;4249271.34
dic/2023;26971.61;9898.92;325555.62;13.31;104724.64;1509634.28;22953.87;692182.03;2777.45;763754.27;571924.92;202.91;0.00;1600.66;0.12;596212.63;3190.00;21033.99;0.00;0.00;0.00;0.00;0.00;4652631.23
ene/2024;26693.78;7837.29;99680.22;105.62;101415.50;1409097.15;6710.98;701570.80;0.00;914133.32;712333.33;332.39;0.00;2879.59;123.60;264918.62;0.00;15383.87;0.00;0.00;0.00;0.00;0.00;4263216.06
feb/2024;21374.61;5313.11;143951.95;95.09;87352.10;1236861.75;4639.33;916541.70;5978.37;740662.25;650360.11;280.11;0.00;3041.20;80.00;534021.57;2057.00;24524.03;0.00;0.00;0.00;0.00;0.00;4377134.28
mar/2024;27993.04;5633.41;163119.06;0.00;105710.45;1477038.00;5007.48;675157.48;0.00;838270.93;620077.74;320.67;0.00;2205.73;263.28;523701.86;2869.00;3782.28;0.00;0.00;0.00;0.00;0.00;4451150.41
abr/2024;37444.60;7990.99;77253.65;33.52;85752.17;1294706.12;0.00;473940.66;3351.23;886132.77;687017.96;1094.83;0.00;2980.98;40.00;0.00;7802.00;23555.38;0.00;0.00;0.00;0.00;0.00;3589096.86
may/2024;31035.55;10483.78;544682.15;91.83;94606.00;1470870.09;0.00;684864.46;0.00;939656.18;696970.30;212.24;0.00;2678.22;242.22;518800.00;3845.00;14929.21;0.00;0.00;0.00;0.00;0.00;5013967.23
